Chapter,Shloka,Sanskrit Word,Hindi Meaning,Transliterated Word,English Meaning
1,29,जायते,उत्पन्न हो रहा है,jāyate,is arising
1,29,गाण्डीवम्,अर्जुन का धनुष,gāṇḍīvam,Arjun's bow
1,29,स्रंसते,सरक रहा है,sraṃsate,is sliding
1,29,हस्तात्,हाथ से,hastāt,by hand
1,29,त्वक्,त्वचा,tvak,skin
1,29,च,भी,ca,Too
1,29,एव,वास्तव में,eva,In fact
1,29,परिदह्यते,सब ओर जल रही है। न,paridahyate,Everywhere is burning. No
1,29,च,भी,ca,Too
1,29,शक्नोमि,समर्थ हूँ,śaknomi,am capable
1,29,अवस्थातुम्,स्थिर खड़े होने में,avasthātum,to stand still
1,29,भ्रमतीव,झूलता हुआ,bhramatīva,swinging
1,29,च,और,ca,And
1,29,मे,मेरा,me,My
1,29,मनः,मन,manaḥ,Mind
1,29,निमित्तानि,अशुभ लक्षण,nimittāni,inauspicious signs
1,29,च,भी,ca,Too
1,29,पश्यामि,देखता हूँ,paśyāmi,I will see
1,29,विपरीतानि,दुर्भाग्य,viparītāni,Unfortunately
1,29,केशव,"हे केशी असुर को मारने वाले, श्रीकृष्ण",keśava,"O slayer of the demon Keshi, Shri Krishna!"
1,29,न,न तो,na,neither
1,29,च,भी,ca,Too
1,29,श्रेयः,कल्याण,śreyaḥ,welfare
1,29,अनुपश्यामि,पहले से देख रहा हूँ,anupaśyāmi,already watching
1,29,हत्वा,वध करना,hatvā,To slaughter
1,29,स्वजनम्,सगे संबंधी को,svajanam,to a relative
1,29,आहवे,यद्ध में।,āhave,In war.
1,30,वेपथुः,कम्पन,vepathuḥ,vibration
1,30,च,भी,ca,Too
1,30,शरीरे,शरीर में,śarīre,in the body
1,30,मे,मेरे,me,My
1,30,रोम,हर्षः,roma,Harsh:
1,30,च,भी,ca,Too
1,30,जायते,उत्पन्न हो रहा है,jāyate,is arising
1,30,गाण्डीवम्,अर्जुन का धनुष,gāṇḍīvam,Arjun's bow
1,30,स्रंसते,सरक रहा है,sraṃsate,is sliding
1,30,हस्तात्,हाथ से,hastāt,by hand
1,30,त्वक्,त्वचा,tvak,skin
1,30,च,भी,ca,Too
1,30,एव,वास्तव में,eva,In fact
1,30,परिदह्यते,सब ओर जल रही है। न,paridahyate,Everywhere is burning. No
1,30,च,भी,ca,Too
1,30,शक्नोमि,समर्थ हूँ,śaknomi,am capable
1,30,अवस्थातुम्,स्थिर खड़े होने में,avasthātum,to stand still
1,30,भ्रमतीव,झूलता हुआ,bhramatīva,swinging
1,30,च,और,ca,And
1,30,मे,मेरा,me,My
1,30,मनः,मन,manaḥ,Mind
1,30,निमित्तानि,अशुभ लक्षण,nimittāni,inauspicious signs
1,30,च,भी,ca,Too
1,30,पश्यामि,देखता हूँ,paśyāmi,I will see
1,30,विपरीतानि,दुर्भाग्य,viparītāni,Unfortunately
1,30,केशव,"हे केशी असुर को मारने वाले, श्रीकृष्ण",keśava,"O slayer of the demon Keshi, Shri Krishna!"
1,30,न,न तो,na,neither
1,30,च,भी,ca,Too
1,30,श्रेयः,कल्याण,śreyaḥ,welfare
1,30,अनुपश्यामि,पहले से देख रहा हूँ,anupaśyāmi,already watching
1,30,हत्वा,वध करना,hatvā,To slaughter
1,30,स्वजनम्,सगे संबंधी को,svajanam,to a relative
1,30,आहवे,यद्ध में।,āhave,In war.
1,31,वेपथुः,कम्पन,vepathuḥ,vibration
1,31,च,भी,ca,Too
1,31,शरीरे,शरीर में,śarīre,in the body
1,31,मे,मेरे,me,My
1,31,रोम,हर्षः,roma,Harsh:
1,31,च,भी,ca,Too
1,31,जायते,उत्पन्न हो रहा है,jāyate,is arising
1,31,गाण्डीवम्,अर्जुन का धनुष,gāṇḍīvam,Arjun's bow
1,31,स्रंसते,सरक रहा है,sraṃsate,is sliding
1,31,हस्तात्,हाथ से,hastāt,by hand
1,31,त्वक्,त्वचा,tvak,skin
1,31,च,भी,ca,Too
1,31,एव,वास्तव में,eva,In fact
1,31,परिदह्यते,सब ओर जल रही है। न,paridahyate,Everywhere is burning. No
1,31,च,भी,ca,Too
1,31,शक्नोमि,समर्थ हूँ,śaknomi,am capable
1,31,अवस्थातुम्,स्थिर खड़े होने में,avasthātum,to stand still
1,31,भ्रमतीव,झूलता हुआ,bhramatīva,swinging
1,31,च,और,ca,And
1,31,मे,मेरा,me,My
1,31,मनः,मन,manaḥ,Mind
1,31,निमित्तानि,अशुभ लक्षण,nimittāni,inauspicious signs
1,31,च,भी,ca,Too
1,31,पश्यामि,देखता हूँ,paśyāmi,I will see
1,31,विपरीतानि,दुर्भाग्य,viparītāni,Unfortunately
1,31,केशव,"हे केशी असुर को मारने वाले, श्रीकृष्ण",keśava,"O slayer of the demon Keshi, Shri Krishna!"
1,31,न,न तो,na,neither
1,31,च,भी,ca,Too
1,31,श्रेयः,कल्याण,śreyaḥ,welfare
1,31,अनुपश्यामि,पहले से देख रहा हूँ,anupaśyāmi,already watching
1,31,हत्वा,वध करना,hatvā,To slaughter
1,31,स्वजनम्,सगे संबंधी को,svajanam,to a relative
1,31,आहवे,यद्ध में।,āhave,In war.
1,32,न,न तो,na,neither
1,32,काक्ष्ये,इच्छा करता हूँ,kākṣye,I wish
1,32,विजयं,विजय,vijayaṃ,Victory
1,32,कृष्ण,कृष्ण,kṛṣṇa,Krishna
1,32,न,न ही,na,No
1,32,च,उसी प्रकार से,ca,in the same way
1,32,राज्यम,राज्य,rājyama,State
1,32,सुखानि,सुख,sukhāni,Happiness
1,32,च,भी,ca,Too
1,32,किम्,क्या,kim,What
1,32,राज्येन,राज्य द्वारा,rājyena,by state
1,32,गोविन्द,"श्रीकृष्ण, जो इन्द्रियों को सुख प्रदान करते हैं और जो गायों से प्रेम करते हैं",govinda,"Shri Krishna, who provides pleasure to the senses and who loves cows"
1,32,भोगैः,सुख,bhogaiḥ,Happiness
1,32,जीवितेन,जीवन,jīvitena,Life
1,32,वा,अथवा,vā,Or
1,32,येषाम्,जिनके,yeṣām,whose
1,32,अर्थ,लिए,artha,For
1,32,काडक्षितम्,इच्छित है,kāḍakṣitam,is desired
1,32,न:,हमारे द्वारा,na:,through us
1,32,राज्यम्,राज्य,rājyam,State
1,32,भोगा:,सुख,bhogā:,Happiness
1,32,,सुख,,Happiness
1,32,च,भी,ca,Too
1,32,ते,वे,te,They
1,32,इमे,ये,ime,These
1,32,अवस्थिता:,स्थित,avasthitā:,Located
1,32,युद्धे,युद्धभूमि में,yuddhe,in the battlefield
1,32,प्राणान्,जीवन को,prāṇān,to life
1,32,त्यक्त्वा,त्याग कर,tyaktvā,by giving up
1,32,धनानि,धन,dhanāni,Wealth
1,32,च,भी,ca,Too
1,33,न,न तो,na,neither
1,33,काक्ष्ये,इच्छा करता हूँ,kākṣye,I wish
1,33,विजयं,विजय,vijayaṃ,Victory
1,33,कृष्ण,कृष्ण,kṛṣṇa,Krishna
1,33,न,न ही,na,No
1,33,च,उसी प्रकार से,ca,in the same way
1,33,राज्यम,राज्य,rājyama,State
1,33,सुखानि,सुख,sukhāni,Happiness
1,33,च,भी,ca,Too
1,33,किम्,क्या,kim,What
1,33,राज्येन,राज्य द्वारा,rājyena,by state
1,33,गोविन्द,"श्रीकृष्ण, जो इन्द्रियों को सुख प्रदान करते हैं और जो गायों से प्रेम करते हैं",govinda,"Shri Krishna, who provides pleasure to the senses and who loves cows"
1,33,भोगैः,सुख,bhogaiḥ,Happiness
1,33,जीवितेन,जीवन,jīvitena,Life
1,33,वा,अथवा,vā,Or
1,33,येषाम्,जिनके,yeṣām,whose
1,33,अर्थ,लिए,artha,For
1,33,काडक्षितम्,इच्छित है,kāḍakṣitam,is desired
1,33,न:,हमारे द्वारा,na:,through us
1,33,राज्यम्,राज्य,rājyam,State
1,33,भोगा:,सुख,bhogā:,Happiness
1,33,,सुख,,Happiness
1,33,च,भी,ca,Too
1,33,ते,वे,te,They
1,33,इमे,ये,ime,These
1,33,अवस्थिता:,स्थित,avasthitā:,Located
1,33,युद्धे,युद्धभूमि में,yuddhe,in the battlefield
1,33,प्राणान्,जीवन को,prāṇān,to life
1,33,त्यक्त्वा,त्याग कर,tyaktvā,by giving up
1,33,धनानि,धन,dhanāni,Wealth
1,33,च,भी,ca,Too
1,34,आचार्याः,शिक्षक,ācāryāḥ,Teacher
1,34,पितरः,पितृगणः पुत्रा,pitaraḥ,Patergan: Son
1,34,तथा,उसी प्रकार,tathā,in the same way
1,34,एव,वास्तव में,eva,In fact
1,34,च,भी,ca,Too
1,34,पितामहाः,पितामह,pitāmahāḥ,grandfather
1,34,मातुला:,मामा,mātulā:,Uncle
1,34,श्वशुरा:,श्वसुर,śvaśurā:,father-in-law
1,34,पौत्रा:,पौत्र,pautrā:,grandson
1,34,श्याला:,साले,śyālā:,brother-in-law
1,34,सम्बन्धिनः,वंशजी,sambandhinaḥ,Vanshji
1,34,तथा,उसी प्रकार से तथा,tathā,in the same way and
1,34,एतान्,ये सब,etān,all this
1,34,न,नहीं,na,No
1,34,हन्तुम्,वध करना,hantum,To slaughter
1,34,इच्छामि,मैं चाहता हूँ,icchāmi,I want
1,34,घ्रतः,वध करने पर,ghrataḥ,upon killing
1,34,अपि,भी,api,Too
1,34,मधुसूदन," मधु नामक असुर का वध करने वाले, श्रीकृष्ण",madhusūdana," Shri Krishna, the one who killed the demon Madhu"
1,34,अपि,तो भी,api,even then
1,34,त्रै,लोक्य,trai,Lokya
1,34,हेतो:,के लिए,heto:,For
1,34,किम नु,क्या कहा जाए,kima nu,what to say
1,34,मही,कृते,mahī,created
1,35,आचार्याः,शिक्षक,ācāryāḥ,Teacher
1,35,पितरः,पितृगणः पुत्रा,pitaraḥ,Patergan: Son
1,35,तथा,उसी प्रकार,tathā,in the same way
1,35,एव,वास्तव में,eva,In fact
1,35,च,भी,ca,Too
1,35,पितामहाः,पितामह,pitāmahāḥ,grandfather
1,35,मातुला:,मामा,mātulā:,Uncle
1,35,श्वशुरा:,श्वसुर,śvaśurā:,father-in-law
1,35,पौत्रा:,पौत्र,pautrā:,grandson
1,35,श्याला:,साले,śyālā:,brother-in-law
1,35,सम्बन्धिनः,वंशजी,sambandhinaḥ,Vanshji
1,35,तथा,उसी प्रकार से तथा,tathā,in the same way and
1,35,एतान्,ये सब,etān,all this
1,35,न,नहीं,na,No
1,35,हन्तुम्,वध करना,hantum,To slaughter
1,35,इच्छामि,मैं चाहता हूँ,icchāmi,I want
1,35,घ्रतः,वध करने पर,ghrataḥ,upon killing
1,35,अपि,भी,api,Too
1,35,मधुसूदन," मधु नामक असुर का वध करने वाले, श्रीकृष्ण",madhusūdana," Shri Krishna, the one who killed the demon Madhu"
