Chapter,Shloka,Sanskrit Word,Hindi Meaning
1,41,प्रदुष्यन्ति,अपवित्र हो जाती हैं
1,41,परिवार,कुल
1,41,स्त्रिय,परिवार की स्त्रियां
1,41,स्त्रीषू,स्त्रीत्व
1,41,दुष्टासु,अपवित्र होने से वार्ष्णेय
1,41,जायते,उत्पन्न होती है
1,41,वर्ण,सङ्कर अवांछित सन्तान।
1,42,सड्करः,अवांछित बच्चे
1,42,नरकाय,नारकीय
1,42,एव,निश्चय ही
1,42,कुल,धयानानं
1,42,च,भी
1,42,पतन्ति,गिर जाते हैं
1,42,पतिर:,पितृगण
1,42,हि,निश्चय ही
1,42,एषाम्,उनके
1,42,लुप्त,समाप्त
1,42,पिण्ड,उदक
1,43,दोषैः,दुष्कर्मों से
1,43,एतैः,इन सब
1,43,कुलघ्रनाम्,अपने परिवार को नष्ट करने वालों का
1,43,वर्ण,सङ्कर अवांछित संतानों के कारकैः
1,43,उत्साद्यन्ते,नष्ट हो जाते हैं
1,43,जाति,धर्माः
1,43,कुल,धर्माः
1,43,च,भी
1,43,शाश्वता:,सनातन।
1,44,उत्सन्न,विनष्ट
1,44,कुल,धर्माणाम्
1,44,मनुष्याणाम्,ऐसे मनुष्यों का
1,44,जनाद्रन,"सभी जीवों के पालक, श्रीकृष्ण"
1,44,नरके,नरक में
1,44,अनियतम्,अनिश्चितकाल
1,44,वासः,निवास
1,44,भवति,होता है
1,44,इति,इस प्रकार
1,44,अनुशुश्रुम,विद्वानों से मैंने सुना है।
1,45,अहो,ओह
1,45,बत,कितना
1,45,महत्,महान
1,45,पापम्,पाप कर्म
1,45,कर्तुम्,करने के लिए
1,45,व्यवसिता,निश्चय किया है
1,45,वयम्,हमने
1,45,यत्,क्योंकि
1,45,राज्य,सुख
1,45,हन्तुम्,मारने के लिए
1,45,स्वजनम्,अपने सम्बन्धियों को
1,45,उद्यता:,तत्पर। यदि
1,45,माम्,मुझको
1,45,अप्रतीकारम्,प्रतिरोध न करने पर
1,45,अशस्त्रम्,बिना शास्त्र के
1,45,शस्त्र,पाणयः
1,45,धार्तराष्ट्राः,धृतराष्ट्र के पुत्र
1,45,रणे,युद्धभूमि में
1,45,हन्यु:,मार देते है
1,45,तत्,वह
1,45,मे,मेरे लिए
1,45,क्षेम,तरम् श्रेयस्कर
1,45,भवेत्,होगा।
1,46,अहो,ओह
1,46,बत,कितना
1,46,महत्,महान
1,46,पापम्,पाप कर्म
1,46,कर्तुम्,करने के लिए
1,46,व्यवसिता,निश्चय किया है
1,46,वयम्,हमने
1,46,यत्,क्योंकि
1,46,राज्य,सुख
1,46,हन्तुम्,मारने के लिए
1,46,स्वजनम्,अपने सम्बन्धियों को
1,46,उद्यता:,तत्पर। यदि
1,46,माम्,मुझको
1,46,अप्रतीकारम्,प्रतिरोध न करने पर
1,46,अशस्त्रम्,बिना शास्त्र के
1,46,शस्त्र,पाणयः
1,46,धार्तराष्ट्राः,धृतराष्ट्र के पुत्र
1,46,रणे,युद्धभूमि में
1,46,हन्यु:,मार देते है
1,46,तत्,वह
1,46,मे,मेरे लिए
1,46,क्षेम,तरम् श्रेयस्कर
1,46,भवेत्,होगा।
1,47,संजयः उवाच,संजय ने कहा
1,47,एवम्,उक्त्वा
1,47,अर्जुन:,अर्जुन
1,47,संङ्ख,ये युद्धभूमि में
1,47,रथ,उपस्थे रथ पर
1,47,उपाविशत्,बैठ गया
1,47,विसृज्य,एक ओर रखकर
1,47,स,शरम्
1,47,चापम्,धनुष
1,47,शोक,दुख से
1,47,संविग्र,व्यथित
1,47,मानसः,मन।
2,1,संजयः,उवाच
2,1,,संजय ने कहा
2,1,तम्,"उसे, अर्जुन को"
2,1,कृपया,करुणा के साथ
2,1,आविष्टम,अभिभूत
2,1,अश्रु,पूर्ण
2,1,आकुल,निराश
2,1,ईक्षणम्,नेत्र
2,1,विषीदन्तम्,शोकाकुल
2,1,इदम्,ये
2,1,वाक्यम्,शब्द
2,1,उवाच,कहा
2,2,श्रीभगवान्,उवाच
2,2,कुत:,कहाँ से
2,2,त्वा,तुमको
2,2,कश्मलम्,"मोह, अज्ञान"
2,2,इदम्,यह
2,2,विषमे,इस संकटकाल में
2,2,समुपस्थितम्,उत्पन्न हुआ
2,2,अनार्य,अशिष्ट जन
2,2,जुष्टम्,सद्
2,2,अस्वय॑म्,उच्च लोकों की ओर न ले जाने वाला
2,2,अकीर्तिकरम्,अपयश का कारण
2,2,अर्जुन,अर्जुन।
2,3,क्लैब्यम्,नपुंसकता
2,3,मा,स्म
2,3,गमः,प्राप्त हो
2,3,पार्थ,"पृथापुत्र,अर्जुन"
2,3,न,कभी नहीं
2,3,एतत्,यह
2,3,त्वयि,तुमको
2,3,उपपद्यते,उपयुक्त
2,3,क्षुद्रम्,दया
2,3,हृदय,हृदय की
2,3,दौर्बल्यम्,दुर्बलता
2,3,त्यक्त्वा,त्याग कर
2,3,उत्तिष्ठ,खड़ा हो
2,3,परम्,तप
2,4,अर्जुन उवाच,अर्जुन ने कहा
2,4,कथम्,कैसे
2,4,भीष्मम्,भीष्म को
2,4,अहम्,मे
2,4,संख्ये,युद्ध मे
2,4,द्रोणम्,द्रोणाचार्य को
2,4,च,और
2,4,मधुसूदन,"मधु राक्षस के दमनकर्ता, श्रीकृष्ण"
2,4,इषुभिः,वाणों से
2,4,प्रतियोत्स्यामि,प्रहार करूँगा
2,4,पूजा,अहौ
