chapter,verse,speaker,sanskrit,translation,question
2,36,भगवान,अवाच्यवादांश्च बहून् वदिष्यन्ति तवाहिताः| निन्दन्तस्तव सामर्थ्यं ततो दुःखतरं नु किम् || 2.36 ||  ,"Your enemies, scoffing at your power, will speak many abusive words—what could be more painful than this?",What do the enemies treat Kshatriya warriors who turn away from their duty?
2,37,भगवान,हतो वा प्राप्स्यसि स्वर्गं जित्वा वा भोक्ष्यसे महीम्| तस्मादुत्तिष्ठ कौन्तेय युद्धाय कृतनिश्चयः || 2.37 ||  ,"Slain, you will obtain heaven; victorious, you will enjoy the earth; therefore, stand up, O son of Kunti, resolved to fight.",What would have happened if Arjuna lost the Mahabharata war?
2,38,भगवान,सुखदुःखे समे कृत्वा लाभालाभौ जयाजयौ| ततो युद्धाय युज्यस्व नैवं पापमवाप्स्यसि || 2.38 ||  ,"Having made pleasure and pain, gain and loss, victory and defeat equal, engage in battle for the sake of battle; thus, you shall not incur sin.",How can Arjuna make sure that he does not incur any sin by fighting the war?
2,39,भगवान,एषा तेऽभिहिता सांख्ये बुद्धिर्योगे त्विमां श्रृणु| बुद्ध्यायुक्तो यया पार्थ कर्मबन्धं प्रहास्यसि || 2.39 || ,"This, which has been taught to you, is wisdom concerning Sankhya. Now listen to wisdom concerning Yoga, endowed with which, O Arjuna, you shall cast off the bonds of action.",Where does Krishna start telling about Karma Yoga?
2,40,भगवान,नेहाभिक्रमनाशोऽस्ति प्रत्यवायो न विद्यते| स्वल्पमप्यस्य धर्मस्य त्रायते महतो भयात् || 2.40 ||  ,"In this, there is no loss of effort, nor is there any harm produced, nor any transgression. Even a little of this knowledge protects one from great fear.",Does the practice of Karma Yoga protect from evil? How to get rid of fear?
2,41,भगवान,व्यवसायात्मिका बुद्धिरेकेह कुरुनन्दन| बहुशाखा ह्यनन्ताश्च बुद्धयोऽव्यवसायिनाम् || 2.41 ||  ,"Here, O joy of the Kurus, there is only one single-pointed determination; many-branched and endless are the thoughts of the indecisive.",How is the nature of the mind and intellect of a Karma Yogi?
2,42,भगवान,यामिमां पुष्पितां वाचं प्रवदन्त्यविपश्चितः| वेदवादरताः पार्थ नान्यदस्तीति वादिनः || 2.42 ||  ,"The unwise, taking pleasure in the eulogizing words of the Vedas, utter flowery speech, saying, ""There is nothing else,"" O Arjuna.",What happens to people who are engrossed in the rituals of the Vedas?
2,43,भगवान,कामात्मानः स्वर्गपरा जन्मकर्मफलप्रदाम्| क्रियाविशेषबहुलां भोगैश्वर्यगतिं प्रति || 2.43 ||  ,"Full of desires, with heaven as their goal, (they speak words that are directed to ends) leading to new births as the result of their works, and prescribe various methods abounding in specific actions, for the attainment of pleasure and power.",What is wrong with people who are engrossed in the rituals of the Vedas?
2,44,भगवान,भोगैश्वर्यप्रसक्तानां तयापहृतचेतसाम्| व्यवसायात्मिका बुद्धिः समाधौ न विधीयते || 2.44 ||  ,"For those who are attached to pleasure and power, whose minds are drawn away by such teachings, their determinate reason is not formed which is steadily bent on meditation and Samadhi (superconscious state).",What is the greatest limitation of people whose minds cling to pleasure and power?
2,45,भगवान,त्रैगुण्यविषया वेदा निस्त्रैगुण्यो भवार्जुन| निर्द्वन्द्वो नित्यसत्त्वस्थो निर्योगक्षेम आत्मवान् || 2.45 ||  ,"The Vedas deal with the three attributes; be thou above these three attributes. O Arjuna, free yourself from the pairs of opposites and ever remain in the quality of Sattva, freed from acquisition and preservation, and be established in the Self.",What are the characteristics of a person who is free from the three Gunas?
2,46,भगवान,यावानर्थ उदपाने सर्वतः संप्लुतोदके| तावान्सर्वेषु वेदेषु ब्राह्मणस्य विजानतः || 2.46 ||  ,"To the Brahmana who has known the Self, all the Vedas are of as much use as a reservoir of water would be in a place where there is a flood.",Are the Vedas useful for a person with knowledge of the Self?
