,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72
196,विदेशेषु,धनम्,विद्या,व्यसनेषु,धनम्,मतिः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,परलोके,धनम्,धर्मः,शीलं,सर्वत्र,वै,धनम्,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,३,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,अनभ्यासे,विषं,विद्या,अजीर्णे,भोजनं,विषम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,विषम्,गोष्ठी,दरिद्रस्य,भोजनान्ते,जलं,विषम्,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,४,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,नास्ति,विद्यासमं,चक्षुः,नास्ति,सत्यसमं,तपः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,नास्ति,रोगसमं,दुःखं,नास्ति,त्यागसमं,सुखम्,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,५,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,पर्वतानाम्,भयम्,"वज्रात्,",पद्मानाम्,शिशिरात्,भयम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,पादपानाम्,भयम्,"वातात्,",सज्जनानाम्,खलात्,भयम्,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,काश्मीरप्रदेशम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,कः,न,जानाति,काश्मीरप्रदेशम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,एतत्,भारतवर्षस्य,गौरवम्,अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,अस्य,उत्तरपूर्वभागे,'लद्दाख',अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,एषः,देशस्य,सीमाप्रदेशः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,भारतीयसैनिकाः,अत्र,साहसेन,सीमां,रक्षन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,हिमालयः,अपि,सैनिकः,इव,अस्य,रक्षां,करोति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,सन्देशः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,युगाब्दः,५१०७,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,ज्येष्ठमासः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,जून्,२००५,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,शंकरकरुणाकरः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,म.,वि.,कोल्हटकरः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,बालमोदिनी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,पुरा,राज्ञा,सगरेण,अश्र्वमेधयज्ञः,अनुतिष्ठतः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,यज्ञीयः,अश्र्वः,कपिलमुनेः,आश्रमे,निबध्दः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,तैः,सगरपुत्रैः,कपिलमुनौ,चौर्यकर्म,आरोपितम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,क्रुध्दः,कपिलः,सगरपुत्रान्,शपन्,तान्,भस्मसात्,अकरोत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,पश्र्चात्,सगरवंशीयः,भगीरथः,महता,तपोबलेन,गङां,स्वर्गात्,भूलोकम्,आनयत्,",",शापग्रस्तानां,भस्मीभूतानां,पूर्वगानाम्,उध्दारम्,असाध्नोत्,।,,,,,,,,,,,,,,,,,,,,,
226,गङ्गा,आदौ,श्रीशङ्करेण,जटासु,गृहिता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,पश्र्चात्,"विदेशदेशे,",उत्तरदेशे,",बङदेशे",",च",विहृत्य,गङ्गासागरे,आत्मानं,विलोपितवती,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,एषु,तेषु,प्रेदेशेषु,स्वजलेन,सा,सामान्यानाम्,अघनाशनं,समपादयत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,सुदूरं,दक्षिणाञ्चले,सुकेशि,नाम,राजा,आसित्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,सः,प्रजाहिते,दक्षः,",सत्यप्रियः,",पराक्रमसम्पन्नः,च,आसित्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,राजा,सुकेशी,भगवतः,शङ्करस्य,परमः,भक्तः,आसित्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,धोरं,तपः,तेन,आचरितम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,तस्य,तपसा,भगवान्,शङ्करः,प्रसन्नः,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,सः,राजानम्,अपृच्छ्त्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,सुकेशी,निमिषमात्रं,विचिन्त्य,भाषितवान्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,पश्र्चात्,सा,वामतः,वलति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,अनन्तरं,पूर्वसागरेण,सङ्गच्छते,.,एवं,अघनाशिन्याः,गङायाः,पावनतीर्थलाभात्,वञ्चिताः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,अतः,अहं,प्रार्थये,-'गङ्गामातुः,पादतीर्थं,दक्षिणभारते,अपि,उपलब्धं,भवेत्',इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,
240,तेन,तीर्थेन,वयं,सर्वे,दक्षिणभारतीयाः,अपि,पापविमुक्ताः,भवेम,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,शङ्करः,भक्तप्रियः,तथाऽस्तु,इति,हस्तम्,उध्दत्य,स,अवदत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,हर्षोत्फ़ुल्लः,सुकेशी,अभाषत,-,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,यदि,न,आगच्छेत्,प्रवाहः,",कथं",स्यात्,तर्हि,तीर्थलाभः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,इति,अपृच्छत्,सुकेशी,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,गुप्तरुपेण,आगच्छेत्,गङ्गा,दक्षिणप्रदेशे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,तीर्थलाभाय,कः,उपायः,"?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,इति,पृष्टवान्,सुकेशी,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,शङ्करः,एकं,फलं,स्वहस्तेन्,अगृह्णात्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,अवदत्,च,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,गृहाण,एतत्,फलम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,मृत्तिकया,मृदुमृदुलां,शय्यां,कुरु,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,तस्यां,शय्यायां,भक्तिभावेन्,एतत्,फलं,संस्थापय,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,मृत्तिकया,तत्,आवरय,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,भक्तिपूर्वकं,तस्मिन्,स्थले,जलसेचनं,कुरु,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,दिव्यः,अङ्कुरः,पक्षमात्रेण,प्रकटितः,भवेत्,अङ्कुरस्य,सेवां,निष्ठया,कुरु,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,आकाशम्,आलिङ्गितुं,समुत्सुकः,इव,तरुः,तत्र,महता,वेगेन,वर्धेत,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,यथाकालं,वृक्षस्य,मस्तकप्रदेशे,सुन्दरं,फलं,आविर्भवेत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,फलानां,समुच्चयः,चः,प्रकटिभवेत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,तत्,द्दश्यः,नयनानन्दमहोत्सवाय,भवेत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,रे,"वत्स,",तत्,फलं,न,तत्,फलं,मम,अंशः,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,
261,अंशमात्रेण,स्वयम्,अहम्,एव,उच्चस्थाने,आत्मानं,प्रकटिकरिष्यामि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,किं,भवेत्,भवतः,स्वरुपस्य,दर्शनम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,इति,पृष्टवान्,सुकेशी,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,रे,",",तत्,फलं,मम,एव,प्रतिकृतिः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,यथा,मे,मस्तके,जटासम्भारः,तथा,फलस्य,मस्तके,जटासम्भारः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,यथा,मे,त्रीणि,नेत्राणि,तथैव,तस्य,अपि,भविष्यन्ति,त्रीणि,नेत्राणि,मे,जटाभ्यः,गङ्गा,यथा,स्त्रुता,तथा,पलमध्ये,जटाभ्यः,स्त्रुतं,भवेत्,गङ्गाजलम्,।,,,,,,,,,,,,,,,
267,अरे,यथा,गङ्गाजलं,शुध्दं,",",पवित्रं,",",स्वादयुतं,तथैव,फलस्य,अन्तर्भागे,शुध्दं,",",पवित्रं,",",स्वादयुक्तं,जलम्,।,,,,,,,,,,,,,,,,,,,
268,एतस्य,फलस्य,उपयोगः,उपासनायाम्,अनिवार्यः,"भवेत्""",इति,शङ्करः,विशदीकृतवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,हर्षभरितः,राजा,सुकेशी,शङ्करस्य,प्रसादस्वरुपं,तत्,दिव्यं,फलं,हस्तेन्,अग्रह्णात्,।,,,,,,,,,,,,,,,,,,,,,,,,,,
270,शङ्करः,कृपालुः,तम्,अवदत्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,एतस्य,फलस्य,वंशः,वेगेन,वर्धेत,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,सागरतटे,तेषां,सम्मर्दः,सर्वत्र,दृश्येत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,मस्तके,तीर्थकुम्भान्,धृत्वा,एते,वृक्षाः,पुण्यशीलानां,प्रतीक्षां,कुर्युः,तस्यः,वृक्षस्य,दर्शनं,कल्याणकारकम्,।,,,,,,,,,,,,,,,,,,,,,,,,
274,शुभकार्यारम्भे,तस्य,उपस्थितिः,अनिवार्या,भवेत्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,सुकेशी,भावमग्नः,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,शङ्करस्य,वाणीं,श्रुत्वा,तृप्तिं,न,अविन्दत,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,कथयामि,रहस्यम्,एतस्य,फलस्य,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,एतस्मिन्,जगति,जलेन,सह,तैलस्य,मिश्रणं,कदापि,न,शक्यम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,तथापि,तस्मिन्,प्रसादफले,तैलं,जलं,च,सुखेन,अभिन्नरुपेण्,निवासं,करिष्यतः,किम्,अस्ति,साधकानां,कृते,भवतः,सन्देशः,?,,,,,,,,,,,,,,,,,,,,
280,यथा,फले,जलं,तैलं,च,सुखेन,वसतः,तथा,मानवः,अपि,संसारे,निवसेत्,संसारे,वसन्,अपि,संसारे,अवसन्,इव,व्यवहरेत्,सः,।,,,,,,,,,,,,,,,,
281,संसारे,लिप्तः,दृश्येत्,",",मनसा,तु,अलिप्तं,भवेत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,एषः,एव,पन्थाः,विद्यते,अयनाय,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,एवम्,उक्त्वा,शङ्करः,सुकेशिनः,हस्ते,तत्,दिव्यं,फलम्,अयच्छत्,",",अन्तर्हितः,च,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,
284,सन्देशः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,युगाब्दः,५१०७,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,ज्येष्ठमासः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,जून्,२००५,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,सर्वे,भवन्तु,सुखिनः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,बालमोदिनी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,सर्वे,भवन्तु,सुखिनः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,सम्राजः,अशोकस्य,जन्मदिनम्,आचार्यमाणम्,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,तत्र,अधीनाः,नृपाः,भागं,गृहीतवन्तः,आसन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,तदा,राजा,अशोकः,एकाम्,घोषणां,कारितवान्,-,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,इति,एकैकम्,अपि,नृपम्,आहुय,तत्,तत्,राज्यस्य,विषयम्,अपृच्छत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,
295,तदा,नृपाः,स्वीयस्य,राज्यस्य,प्रगतिम्,उत्साहेन,वर्णितवन्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,उत्तराज्यस्य,राजा,गर्वेण,अवदत्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,अतः,जनेभ्यः,अत्यधिकं,करशुक्लं,स्वीकर्तुं,शक्यते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,एतस्मात्,कारणात्,मम,राज्यस्य,आयः,त्रिगुणितः,भविष्यति,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,अनन्तरं,दक्षिणराज्यस्य,नृपः,-,मम,राज्ये,अहं,शुल्कस्य,संग्रहणं,सुवर्नरुपेण,कृतवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,
300,अस्मिन्,वर्षे,मम,राज्ये,भण्डारे,द्विगुणितं,सुवर्णं,सङ्गृहीतम्,अस्ति,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,ते,दुष्टाः,मया,सह,कोऽपि,युध्दं,न,करिष्यति,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,जनेषु,अधिकं,करशुल्कम्,आरोप्य,अधिकं,धनं,सङ्गहितं,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,एतस्मात्,मम,आयः,अधिकः,जातः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,अग्रिमे,वर्षे,अधिकम्,आयं,सम्पादयितुं,कः,मार्गः,आश्रयणीयः,इति,मन्त्रिनः,प्रुष्टवान्,अस्मि,,,,,,,,,,,,,,,,,,,,,,,,,
305,सर्वेषां,कथनं,समाप्तम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,तदा,मगधराजः,अशोकं,नमस्कृत्य,विनयेन,अवदत्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,मम,धनागारे,गतवर्षे,यावत्,आसीत्,तस्य,अर्धम्,अपि,न,अस्ति,इति,वक्तुं,लज्जाम्,अनुभवामि,,,,,,,,,,,,,,,,,,,,,,,
308,तत्,कथं,सञ्जातम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,इति,पृष्टम्,अशोकेन,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,गते,वर्षे,अस्माकम्,आस्थान्स्य,कर्मकेभ्यः,कानिचन,आनुकूल्यानि,मया,कल्पितानि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,एतस्मात्,कारणात्,ते,अधुना,निष्कपटतया,",",निष्ठया,",",परिश्र्मेन,च,कार्यं,कुर्वन्ति,प्रजाः,पुत्राः,इव,।,,,,,,,,,,,,,,,,,,,,,
